#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         WIND/SWE Faraday Cup (Proton - Alpha Anisotropy Analysis)
#     SOURCE_NAME                     Wind
#     DISCIPLINE                      Space Physics>Magnetospheric Science
#                                     Space Physics>Interplanetary Studies
#     DATA_TYPE                       VS>Validated Summary Data
#     DESCRIPTOR                      SWE>Solar Wind Experiment
#     FILE_NAMING_CONVENTION          source_datatype_descriptor
#     DATA_VERSION                    01
#     PI_NAME                         Bennett Maruca
#     PI_AFFILIATION                  University of Delaware
#     TEXT                            Notes:    - Data reported within this file do not exceed the limits of     various                    
#                                      paremeters listed in the following section.  There     may be more valid data                         
#                                      in the original dataset that requires     additional work to interpret but                            
#                                      was discarded due to the     limits.  In particular we have tried to exclude                          
#                                      non-solar     wind data and questionable alpha data from these files.   - We                          
#                                      provide the one sigma uncertainty for each parameter     produced by the non-linear                   
#                                      curve fitting analysis either     directly from the fitting or by propagating                         
#                                      uncertainties     for bulk speeds, flow angles or any other derived parameter.                        
#                                        - For the non-linear anisotropic proton analysis, a scalar     thermal speed                        
#                                      is produced by determining parallel and     perpendicular tmperatures, taking                         
#                                      the trace,      Tscalar = (2Tperp + Tpara)/3 and converting the result                                
#                                      back to a thermal speed.  The uncertainties are also     propagated through                           
#                                        ; Limits: ; Minimum mach number:        1.5000000 ; Maximum chisq/dof:                              
#                                                100000.00 ; Minimum distance  ;   to bow shock:                                             
#                                          5.0000000 [Re] ; Maximum uncertainty in any ;             parameter from                          
#                                      non-linear ;             analysis:                               70.0000[%]                           
#     INSTRUMENT_TYPE                 Ephemeris/Attitude/Ancillary
#                                     Plasma and Solar Wind
#                                     Magnetic Fields (space)
#     MISSION_GROUP                   Wind
#     LOGICAL_SOURCE                  wi_h1_swe_RTN
#     LOGICAL_FILE_ID                 wi_h1_swe_RTN
#     LOGICAL_SOURCE_DESCRIPTION      Solar wind proton and alpha parameters, including anisotropic temperatures,                           
#                                      derived by non-linear fitting of the measurements and with moment techniques.                         
#                                      Data in RTN                                                                                           
#     TIME_RESOLUTION                 92 seconds
#     GENERATED_BY                    Adam Szabo (adam.szabo-1@nasa.gov)
#                                     Michael L. Stevens (mstevens@cfa.harvard.edu)
#     GENERATION_DATE                 16-July-2024 16:04:05.14-04:00
#     MODS                            data analysis package revised March, 2012.
#                                     RTN Initial Release: July 16 2024
#     INPUT_FILE                      /home/anarock/workdir/rtn/sweh1/swe_pull/wi_h1_swe_20240324_v01.cdf
#     CDAWEB_PARENTS                  wi_h1_swe_rtn_00000000_v01
#                                     wi_h1_swe_rtn_20240324_v01, wi_h1_swe_rtn_20240325_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. CDF Epoch time at the beginning of each SWE spectrum (milliseconds)
#       NOTES:  The Epoch value is the number of milliseconds since 01-Jan-0000 00:00:00.000
#  2. Proton velocity component Vr (RTN, km/s) from moment analysis
#       NOTES:  Statistical moments of the ion velocity distribution function (VDF) are estimated analytically from the  ion current distribution function (CDF).
#  3. Proton velocity component Vt (RTN, km/s) from moment analysis
#       NOTES:  Statistical moments of the ion velocity distribution function (VDF) are estimated analytically from the  ion current distribution function (CDF).
#  4. Proton velocity component Vn (RTN, km/s) from moment analysis
#       NOTES:  Statistical moments of the ion velocity distribution function (VDF) are estimated analytically from the  ion current distribution function (CDF).
#
EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,P+_VR_MOMENT_km/s,P+_VT_MOMENT_km/s,P+_VN_MOMENT_km/s
2024-03-24T23:30:25.394Z,788.743,-74.3980,17.3794
2024-03-24T23:32:02.752Z,793.245,-100.204,13.9020
2024-03-24T23:33:36.970Z,781.067,-107.044,-3.19036
2024-03-24T23:35:14.328Z,796.134,-91.5939,18.7445
2024-03-24T23:36:54.827Z,800.314,-82.9140,20.7326
2024-03-24T23:38:32.185Z,804.513,-79.1237,16.4643
2024-03-24T23:40:09.543Z,801.868,-79.8247,20.9504
2024-03-24T23:43:27.400Z,804.040,-81.9742,22.8149
2024-03-24T23:45:04.758Z,804.171,-66.4041,29.9890
2024-03-24T23:46:42.116Z,803.208,-71.7967,41.8991
2024-03-24T23:48:19.474Z,795.511,-63.2186,55.2283
2024-03-24T23:49:53.692Z,807.467,-75.4568,42.5672
2024-03-24T23:51:31.050Z,808.483,-85.3147,29.3306
2024-03-24T23:53:11.549Z,804.984,-76.0265,25.9550
2024-03-24T23:54:48.907Z,799.962,-76.4148,25.0118
2024-03-24T23:58:03.623Z,813.134,-75.8784,28.7598
2024-03-25T00:01:18.339Z,804.346,-86.6476,26.2994
2024-03-25T00:02:58.838Z,812.630,-72.4474,12.8818
2024-03-25T00:04:36.196Z,809.283,-73.2823,16.7281
2024-03-25T00:06:13.554Z,806.862,-71.6449,23.5715
2024-03-25T00:07:54.053Z,806.439,-71.8706,28.6014
2024-03-25T00:09:31.411Z,805.735,-68.6208,24.0275
2024-03-25T00:11:08.769Z,804.803,-63.2444,29.4174
2024-03-25T00:12:46.128Z,806.480,-68.4262,12.1841
2024-03-25T00:14:23.486Z,807.539,-72.1650,17.9778
2024-03-25T00:15:57.703Z,804.417,-67.2759,16.3829
2024-03-25T00:20:52.918Z,792.666,-61.5589,36.4738
2024-03-25T00:22:30.276Z,791.968,-56.6678,32.4873
2024-03-25T00:24:07.635Z,794.020,-57.6770,46.5278
2024-03-25T00:25:44.993Z,804.219,-57.3137,45.3798
2024-03-25T00:27:22.351Z,804.924,-65.2639,25.2782
2024-03-25T00:28:59.709Z,811.982,-74.5887,21.4977
2024-03-25T00:30:37.067Z,812.566,-70.9416,20.7193
2024-03-25T00:38:43.858Z,813.381,-71.0945,27.8433
2024-03-25T00:40:21.216Z,805.040,-56.8563,53.5615
2024-03-25T00:43:35.932Z,800.771,-72.8384,16.3849
2024-03-25T00:50:02.224Z,789.765,-81.4088,28.0140
2024-03-25T00:51:42.723Z,792.940,-72.4124,5.81362
2024-03-25T00:53:20.081Z,782.957,-68.1346,5.32098
2024-03-25T00:56:34.798Z,788.727,-72.7429,1.43491
2024-03-25T00:59:49.514Z,784.404,-80.4926,-11.6435
2024-03-25T01:03:04.230Z,788.296,-76.0132,-15.3324
2024-03-25T01:09:36.803Z,783.526,-75.1848,7.13100
2024-03-25T01:12:51.520Z,770.005,-33.9348,49.4626
2024-03-25T01:14:28.878Z,768.282,-11.1323,73.6138
2024-03-25T01:16:06.236Z,783.152,-14.2428,69.2210
2024-03-25T01:17:43.594Z,783.731,-12.8564,62.5676
2024-03-25T01:24:16.167Z,758.157,-35.8814,41.2230
2024-03-25T01:25:53.525Z,767.567,25.0639,22.9900
2024-03-25T01:29:08.242Z,773.032,32.5711,19.0956
2024-03-25T01:30:45.600Z,764.610,-15.6960,41.3510
2024-03-25T01:32:22.958Z,770.403,-36.1955,16.6173
2024-03-25T01:34:00.316Z,770.530,-38.1311,19.3675
2024-03-25T01:35:37.674Z,766.505,-10.1845,37.0822
2024-03-25T01:37:15.033Z,771.526,-16.5429,47.5618
2024-03-25T01:38:52.391Z,769.720,-25.1865,29.2989
2024-03-25T01:42:10.248Z,768.885,-30.3241,25.5537
2024-03-25T01:43:47.606Z,770.541,-32.3969,25.4560
2024-03-25T01:45:24.964Z,777.692,-34.9864,28.6195
2024-03-25T01:48:39.680Z,774.246,-33.3042,27.5098
2024-03-25T01:51:51.256Z,778.619,-28.7308,38.7436
2024-03-25T01:53:28.614Z,780.157,-13.5754,37.3246
2024-03-25T01:55:05.972Z,781.983,-16.9818,40.3179
2024-03-25T01:56:46.471Z,785.396,-24.7749,38.2214
2024-03-25T01:58:23.829Z,791.055,-57.3849,21.7323
2024-03-25T02:00:01.187Z,795.281,-68.7619,26.4948
2024-03-25T02:03:15.904Z,780.431,-70.6406,8.90651
2024-03-25T02:06:27.480Z,771.474,-37.5481,9.95096
2024-03-25T02:08:04.838Z,788.440,-45.5152,22.5337
2024-03-25T02:09:42.196Z,786.741,-55.9596,20.2032
2024-03-25T02:11:19.554Z,807.121,-73.2924,15.0454
2024-03-25T02:13:00.053Z,810.695,-68.3541,29.0490
2024-03-25T02:14:37.411Z,809.883,-80.6193,22.0171
2024-03-25T02:16:14.769Z,808.978,-77.4112,20.7873
2024-03-25T02:17:52.127Z,806.443,-88.2527,20.8703
2024-03-25T02:19:29.485Z,808.682,-88.5048,20.2186
2024-03-25T02:21:06.844Z,801.194,-78.0576,37.2965
2024-03-25T02:22:44.202Z,801.571,-78.2906,30.3756
2024-03-25T02:24:21.560Z,797.142,-77.5570,46.9437
2024-03-25T02:25:58.918Z,784.745,-69.7666,40.5936
2024-03-25T02:27:36.276Z,772.279,-48.2764,26.9085
2024-03-25T02:29:16.775Z,770.235,-52.3622,36.4179
2024-03-25T02:30:54.133Z,766.275,-53.8460,29.2211
2024-03-25T02:32:31.491Z,767.100,-26.6373,31.3299
2024-03-25T02:34:08.850Z,758.941,-84.8818,15.0708
2024-03-25T02:37:23.566Z,755.079,-52.0949,23.9276
2024-03-25T02:39:00.924Z,759.273,-59.1781,30.5246
2024-03-25T02:40:35.142Z,767.125,-69.5368,27.9319
2024-03-25T02:42:12.500Z,772.767,-71.6042,28.7742
2024-03-25T02:43:49.858Z,776.102,-70.4993,33.9093
2024-03-25T02:45:30.357Z,779.039,-61.0551,29.5271
2024-03-25T02:47:07.715Z,772.813,-56.7695,27.1607
2024-03-25T02:48:45.073Z,775.676,-59.7823,30.4647
2024-03-25T02:50:22.431Z,771.722,-64.9039,24.2119
2024-03-25T02:51:59.789Z,773.806,-64.6819,22.0500
2024-03-25T02:55:14.506Z,761.917,-40.9076,30.3292
2024-03-25T02:56:51.864Z,764.480,-40.7291,29.4447
2024-03-25T02:58:29.222Z,763.343,-36.5688,28.4851
2024-03-25T03:00:06.580Z,762.368,-35.6430,36.5690
2024-03-25T03:01:47.079Z,764.148,-31.6179,27.7225
2024-03-25T03:03:24.437Z,760.859,-32.7066,28.5632
2024-03-25T03:05:01.795Z,761.455,-24.1211,31.4177
2024-03-25T03:06:39.153Z,760.010,-32.3109,31.5983
2024-03-25T03:08:16.512Z,769.180,-29.8208,26.3677
2024-03-25T03:09:53.870Z,761.707,-53.7560,20.8624
2024-03-25T03:11:31.228Z,761.867,-55.5579,32.4445
2024-03-25T03:13:08.586Z,760.302,-44.4189,24.2815
2024-03-25T03:14:45.944Z,759.915,-52.8372,20.5971
2024-03-25T03:16:23.302Z,758.658,-53.8064,21.8834
2024-03-25T03:18:03.801Z,757.727,-54.6549,15.2942
2024-03-25T03:19:41.159Z,762.933,-62.5527,21.7190
2024-03-25T03:22:52.735Z,765.817,-62.9835,29.9718
2024-03-25T03:24:30.093Z,772.212,-54.2371,26.2574
2024-03-25T03:26:07.451Z,766.195,-59.6547,33.1284
2024-03-25T03:27:44.810Z,762.907,-51.7848,20.8407
2024-03-25T03:29:22.168Z,760.627,-46.2512,20.6658
2024-03-25T03:34:14.242Z,764.805,-48.3281,8.75500
2024-03-25T03:35:51.601Z,785.175,-64.4093,16.0480
2024-03-25T03:37:28.959Z,782.520,-67.7231,19.3029
2024-03-25T03:39:06.317Z,783.732,-66.0683,20.6180
2024-03-25T03:40:43.675Z,786.620,-69.2671,10.4703
2024-03-25T03:42:21.033Z,774.367,-64.9880,18.4255
2024-03-25T03:43:58.391Z,775.475,-73.9074,16.4811
2024-03-25T03:45:35.750Z,766.573,-74.6928,18.9035
2024-03-25T03:47:13.108Z,764.948,-63.5448,14.3654
2024-03-25T03:48:50.466Z,754.316,-64.7065,8.93479
2024-03-25T03:50:30.965Z,780.366,-61.1626,23.5607
2024-03-25T03:53:45.681Z,750.872,-53.7026,8.55938
2024-03-25T03:55:23.039Z,749.311,-43.1612,7.96666
2024-03-25T03:57:00.397Z,749.211,-47.4563,0.0586610
2024-03-25T03:58:37.755Z,756.583,-41.1995,1.93969
2024-03-25T04:00:15.114Z,755.766,-35.5839,3.38169
2024-03-25T04:01:52.472Z,756.990,-40.7957,2.20450
2024-03-25T04:03:29.830Z,758.097,-44.6931,-1.63026
2024-03-25T04:05:07.188Z,755.529,-50.7527,0.996541
2024-03-25T04:06:47.687Z,755.662,-43.4087,-0.216308
2024-03-25T04:08:25.045Z,754.912,-35.9297,-6.08766
2024-03-25T04:10:02.403Z,759.024,-41.0068,-10.8229
2024-03-25T04:11:39.761Z,757.289,-40.7893,-2.14311
2024-03-25T04:13:17.120Z,756.689,-39.4239,0.509578
2024-03-25T04:14:54.478Z,757.500,-36.0180,-2.42835
2024-03-25T04:16:31.836Z,752.062,-36.3611,1.77874
2024-03-25T04:18:09.194Z,756.651,-40.6510,-6.96288
2024-03-25T04:19:46.552Z,755.299,-40.5904,-4.43813
2024-03-25T04:21:23.910Z,752.462,-52.0192,-9.63834
2024-03-25T04:23:04.409Z,751.720,-45.3218,-5.91881
2024-03-25T04:24:41.767Z,752.530,-44.0495,-10.4483
2024-03-25T04:26:19.126Z,753.085,-62.7328,-7.72802
2024-03-25T04:27:56.484Z,747.807,-41.6318,6.53464
2024-03-25T04:29:33.842Z,744.626,-25.5650,3.11207
2024-03-25T04:31:11.200Z,744.405,-47.2757,2.66544
2024-03-25T04:32:48.558Z,741.632,-41.0900,19.0184
2024-03-25T04:34:25.916Z,739.454,-46.4311,23.6314
2024-03-25T04:36:03.275Z,741.057,-43.2348,25.1139
2024-03-25T04:37:40.633Z,739.597,-52.7913,27.5020
2024-03-25T04:39:21.132Z,738.869,-47.5246,20.0761
2024-03-25T04:42:35.848Z,757.650,-62.9640,15.5065
2024-03-25T04:44:13.206Z,744.625,-42.8021,26.6355
2024-03-25T04:45:50.564Z,747.032,-44.4743,23.3959
2024-03-25T04:49:05.281Z,746.373,-44.5634,22.1846
2024-03-25T04:50:42.639Z,746.938,-46.6250,17.5354
2024-03-25T04:55:37.854Z,745.806,-38.8444,10.8714
2024-03-25T04:58:52.570Z,755.718,-50.3914,6.83100
2024-03-25T05:00:29.928Z,750.105,-51.0238,11.0188
2024-03-25T05:02:07.287Z,757.921,-56.9196,8.13244
2024-03-25T05:03:44.645Z,755.634,-57.9703,8.10083
2024-03-25T05:07:02.502Z,760.135,-62.7315,11.4026
2024-03-25T05:08:39.860Z,745.267,-46.9596,13.5827
2024-03-25T05:10:17.218Z,748.142,-52.9896,19.0509
2024-03-25T05:11:57.717Z,742.401,-48.5312,5.40185
2024-03-25T05:13:35.075Z,744.628,-31.9631,10.9027
2024-03-25T05:16:49.791Z,737.143,-29.8570,17.7737
2024-03-25T05:18:27.150Z,731.606,-34.8377,18.4357
2024-03-25T05:20:04.508Z,730.808,-36.2109,17.9595
2024-03-25T05:21:41.866Z,734.379,-31.1557,16.7244
2024-03-25T05:31:29.156Z,724.488,-40.2374,23.0580
2024-03-25T05:33:06.514Z,729.163,-40.7901,31.0018
2024-03-25T05:34:43.872Z,732.725,-44.6484,31.2686
2024-03-25T05:36:21.230Z,726.254,-38.2883,31.9545
2024-03-25T05:39:39.087Z,764.190,-48.6083,27.0487
2024-03-25T05:41:16.445Z,744.994,-56.3784,28.2969
2024-03-25T05:42:53.803Z,741.292,-51.1826,16.2557
2024-03-25T05:44:34.302Z,726.292,-40.4643,12.1786
2024-03-25T05:46:11.660Z,738.773,-43.0003,9.10476
2024-03-25T05:47:49.019Z,733.575,-40.8716,8.73770
2024-03-25T05:49:26.377Z,734.838,-41.7537,7.12513
2024-03-25T05:51:03.735Z,732.309,-42.1239,5.55305
2024-03-25T05:52:41.093Z,724.575,-36.2937,5.33704
2024-03-25T05:55:55.809Z,735.948,-52.0902,25.2664
2024-03-25T06:00:51.025Z,725.989,-55.6694,12.4126
2024-03-25T06:04:05.741Z,727.367,-40.2749,10.6138
2024-03-25T06:05:43.099Z,732.362,-52.7306,8.17943
2024-03-25T06:07:20.457Z,733.321,-54.0954,8.48004
2024-03-25T06:08:57.815Z,735.144,-56.4742,6.18317
2024-03-25T06:10:35.174Z,742.185,-44.1159,11.2864
2024-03-25T06:12:12.532Z,736.344,-41.6329,6.28226
2024-03-25T06:17:07.747Z,735.282,-40.4492,6.74469
2024-03-25T06:18:45.105Z,727.119,-43.8187,10.0720
2024-03-25T06:20:22.463Z,732.437,-58.1410,15.0388
2024-03-25T06:21:59.821Z,734.214,-58.0482,9.16370
2024-03-25T06:23:37.180Z,727.138,-58.9955,10.6261
2024-03-25T06:25:14.538Z,734.493,-58.8721,14.8581
2024-03-25T06:26:51.896Z,742.847,-97.6984,-6.41435
2024-03-25T06:28:29.254Z,744.668,-85.6729,0.0352271
2024-03-25T06:30:06.612Z,737.623,-79.5034,-9.13856
2024-03-25T06:31:43.970Z,731.040,-92.9221,-2.60843
2024-03-25T06:33:24.469Z,730.621,-71.0402,-11.2501
2024-03-25T06:35:01.827Z,727.766,-69.5689,-13.5067
2024-03-25T06:36:39.186Z,733.672,-66.5498,-5.96829
2024-03-25T06:38:16.544Z,728.128,-63.9856,-3.54142
2024-03-25T06:39:53.902Z,735.246,-69.4311,-2.88687
2024-03-25T06:41:31.260Z,730.896,-61.2296,-3.50991
2024-03-25T06:43:08.618Z,733.853,-72.3917,-8.50314
2024-03-25T06:44:45.977Z,726.305,-67.8117,-8.74131
2024-03-25T06:46:23.335Z,733.120,-72.2749,-9.36926
2024-03-25T06:51:18.550Z,734.218,-84.8888,-20.2626
2024-03-25T06:52:55.908Z,746.269,-109.971,-1.28420
2024-03-25T06:56:10.624Z,756.629,-111.370,3.83027
2024-03-25T06:59:25.341Z,742.188,-111.675,-12.0589
2024-03-25T07:01:02.699Z,726.211,-78.9712,-7.70363
2024-03-25T07:02:40.057Z,727.646,-77.6248,-5.28569
2024-03-25T07:05:57.914Z,736.629,-96.7556,-0.245826
2024-03-25T07:07:35.272Z,730.701,-80.5934,-2.92169
2024-03-25T07:09:12.630Z,735.664,-94.6485,-5.16730
2024-03-25T07:10:49.989Z,738.959,-96.1688,-5.91711
2024-03-25T07:12:27.347Z,732.898,-75.4031,-10.0600
2024-03-25T07:17:19.421Z,729.427,-71.6465,-9.59630
2024-03-25T07:22:14.636Z,736.784,-71.9121,-13.8405
2024-03-25T07:23:51.995Z,747.985,-86.7997,-9.01899
2024-03-25T07:25:29.353Z,739.914,-73.6500,-18.9265
2024-03-25T07:31:58.785Z,739.293,-64.9320,-15.7112
2024-03-25T07:33:33.003Z,732.888,-69.3265,-15.4353
2024-03-25T07:35:10.361Z,736.560,-73.0468,-20.5863
2024-03-25T07:36:47.719Z,727.962,-89.1318,-14.4452
2024-03-25T07:38:28.218Z,720.274,-72.1999,-12.0538
2024-03-25T07:40:05.576Z,727.457,-71.7291,-18.3473
2024-03-25T07:41:46.075Z,726.251,-70.3560,-12.6792
2024-03-25T07:46:38.150Z,743.170,-92.6636,-3.30486
2024-03-25T07:48:15.508Z,730.534,-156.786,-47.5975
2024-03-25T07:49:49.725Z,751.302,-87.2208,-7.92398
2024-03-25T07:51:27.084Z,750.295,-97.3358,16.9868
2024-03-25T07:53:04.442Z,750.533,-102.896,11.4204
2024-03-25T07:54:44.940Z,747.425,-88.7607,10.5086
2024-03-25T07:56:22.299Z,744.229,-92.5933,16.0650
2024-03-25T07:57:59.657Z,743.123,-65.3654,-0.619194
2024-03-25T08:01:14.373Z,739.708,-56.9041,-14.9938
2024-03-25T08:02:51.731Z,739.693,-45.6370,-10.5720
2024-03-25T08:04:29.090Z,761.684,-76.8407,-8.63890
2024-03-25T08:06:06.448Z,747.786,-74.5859,-10.4894
2024-03-25T08:07:43.806Z,750.996,-83.1596,-0.605172
2024-03-25T08:09:21.164Z,753.708,-100.595,1.79329
2024-03-25T08:11:01.663Z,756.586,-95.8221,5.27232
2024-03-25T08:12:39.021Z,762.139,-97.8329,6.90506
2024-03-25T08:14:16.379Z,755.762,-83.9758,2.81729
2024-03-25T08:17:31.096Z,748.045,-75.4892,1.80383
2024-03-25T08:19:08.454Z,744.319,-80.4640,-0.177606
2024-03-25T08:20:45.812Z,758.128,-79.8878,7.15893
2024-03-25T08:22:23.170Z,750.218,-58.6970,-20.7826
2024-03-25T08:24:00.528Z,744.180,-47.6608,-31.2149
2024-03-25T08:25:37.886Z,744.163,-45.6683,-29.4921
2024-03-25T08:27:18.385Z,746.481,-44.0026,-27.1528
2024-03-25T08:28:55.743Z,747.360,-49.9342,-25.3711
2024-03-25T08:30:33.102Z,745.728,-56.7856,-18.3277
2024-03-25T08:32:10.460Z,744.565,-51.5436,-21.2069
2024-03-25T08:33:47.818Z,741.981,-49.8906,-21.4242
2024-03-25T08:35:25.176Z,742.949,-49.1250,-20.7177
2024-03-25T08:38:39.892Z,743.501,-52.6916,-18.5240
2024-03-25T08:40:17.251Z,738.474,-51.4128,-16.1091
2024-03-25T08:41:54.609Z,743.692,-53.3341,-20.1570
2024-03-25T08:43:35.108Z,737.449,-45.5591,-23.9213
2024-03-25T08:46:49.824Z,736.831,-47.0514,-19.4270
2024-03-25T08:51:41.898Z,732.887,-48.0845,-2.82213
2024-03-25T08:53:19.257Z,745.833,-56.9755,-10.6020
2024-03-25T08:54:56.615Z,743.881,-55.1525,-15.5252
2024-03-25T09:01:29.188Z,737.260,-61.0141,3.09711
2024-03-25T09:03:06.546Z,736.924,-60.9226,0.497231
2024-03-25T09:07:58.621Z,746.025,-55.3615,3.56200
2024-03-25T09:11:13.337Z,732.270,-57.3717,9.08500
2024-03-25T09:16:08.552Z,695.831,-82.8381,5.48987
2024-03-25T09:17:49.051Z,706.573,-82.7049,5.65607
2024-03-25T09:19:29.550Z,704.001,-94.0116,8.34346
2024-03-25T09:21:06.908Z,716.376,-101.581,-2.08083
2024-03-25T09:22:47.407Z,726.512,-78.8399,-3.62276
2024-03-25T09:26:02.123Z,723.209,-81.5600,7.22120
2024-03-25T09:27:39.481Z,717.821,-85.1303,4.36416
2024-03-25T09:29:16.840Z,723.523,-53.5998,8.20364
2024-03-25T09:34:12.055Z,738.220,-71.9456,-16.1391
2024-03-25T09:35:49.413Z,735.450,-57.7758,-4.38211
2024-03-25T09:37:26.771Z,719.841,-65.4235,4.57865
2024-03-25T09:39:04.129Z,740.943,-31.5475,-19.0313
2024-03-25T09:40:41.487Z,735.795,-58.4276,-8.62086
2024-03-25T09:42:18.846Z,749.355,-54.9628,-36.7879
2024-03-25T09:43:53.063Z,744.184,-49.9659,-58.3040
2024-03-25T09:45:30.421Z,748.618,-52.2926,-40.0478
2024-03-25T09:47:07.780Z,741.065,-47.5316,-27.8642
2024-03-25T09:52:06.135Z,748.288,-43.0129,-25.6498
2024-03-25T09:53:43.493Z,757.659,-33.6897,-20.0109
2024-03-25T09:55:20.852Z,759.078,-4.25664,-22.2842
2024-03-25T09:56:58.210Z,763.583,-11.8195,-35.5263
2024-03-25T09:58:35.568Z,773.004,-25.4576,-31.3881
2024-03-25T10:00:12.926Z,765.404,-28.9202,-31.0737
2024-03-25T10:01:50.284Z,768.534,-23.6904,-35.0166
2024-03-25T10:03:27.642Z,762.319,-4.73286,-37.8972
2024-03-25T10:05:08.141Z,799.605,2.39799,-19.0647
2024-03-25T10:06:45.499Z,799.913,-2.68283,-15.4277
2024-03-25T10:08:22.858Z,802.018,-5.03344,-14.1617
2024-03-25T10:09:57.075Z,804.088,-1.09143,-13.5939
2024-03-25T10:11:34.433Z,805.792,-7.66305,-15.6046
2024-03-25T10:13:11.792Z,808.827,-6.75480,-14.8789
2024-03-25T10:14:49.150Z,802.800,-4.68511,-13.0795
2024-03-25T10:16:26.508Z,801.942,-3.90089,-12.4581
2024-03-25T10:18:03.866Z,806.923,-9.14307,-15.1675
2024-03-25T10:19:41.224Z,801.816,-1.54876,-10.9367
2024-03-25T10:21:21.723Z,803.139,-6.29236,-17.2731
2024-03-25T10:22:59.081Z,805.766,-7.01631,-15.8952
2024-03-25T10:24:36.439Z,805.459,-6.17066,-20.5545
2024-03-25T10:26:10.657Z,804.522,-4.86414,-17.4379
2024-03-25T10:27:48.015Z,805.058,-4.57812,-17.7061
2024-03-25T10:29:25.373Z,804.142,-2.36850,-13.2678
2024-03-25T10:31:02.732Z,805.482,-5.31529,-13.9608
2024-03-25T10:32:40.090Z,806.069,-8.05713,-10.5181
2024-03-25T10:34:14.307Z,804.993,-9.79846,-9.44370
2024-03-25T10:35:51.666Z,814.006,-12.1649,-14.6315
2024-03-25T10:37:32.164Z,815.615,-14.5001,-19.8213
2024-03-25T10:39:09.523Z,809.959,-11.8247,-16.3273
2024-03-25T10:40:46.881Z,815.243,-18.4926,-22.2758
2024-03-25T10:42:24.239Z,818.242,-16.2254,-20.3138
2024-03-25T10:44:01.597Z,813.436,-11.3776,-16.3551
2024-03-25T10:45:38.955Z,809.102,-14.4031,-13.5419
2024-03-25T10:47:16.313Z,807.578,-13.3607,-14.9559
2024-03-25T10:48:53.672Z,805.632,-8.18760,-8.70035
2024-03-25T10:50:31.030Z,809.146,-11.3743,-13.8569
2024-03-25T10:52:08.388Z,806.962,-15.5376,-16.3549
2024-03-25T10:53:48.887Z,803.539,-14.1943,-8.65233
2024-03-25T10:55:26.245Z,806.254,-15.1455,-12.0284
2024-03-25T10:57:03.603Z,805.195,-11.0833,-12.6100
2024-03-25T10:58:40.961Z,799.672,-9.68612,-11.2125
2024-03-25T11:00:18.319Z,806.396,-13.5378,-14.9698
2024-03-25T11:01:55.677Z,802.981,-12.4091,-11.7855
2024-03-25T11:03:33.035Z,803.030,-15.5025,-11.9027
#  
# Key Parameter and Survey data (labels K0,K1,K2) are preliminary browse data.
# Generated by CDAWeb on: Sat Aug 30 08:18:16 2025
